Date,SecuritiesCompanyCode,CompanyName,Capitals,ClosePrice,SecuritiesIndustryCode
1150608,5015,華祺,60639,24.00,鋼鐵工業
1150608,5016,松和,49622,25.20,鋼鐵工業
1150608,5201,凱衛,38674,29.75,資訊服務業
1150608,5202,力新,89094,17.30,資訊服務業
1150608,5205,中茂,13500,22.80,綠能環保
1150608,5206,坤悅,171517,23.00,建材營造
1150608,5209,新鼎,28551,173.00,其他
1150608,5210,寶碩,82177,29.15,資訊服務業
1150608,5211,蒙恬,32024,18.80,資訊服務業
1150608,5212,凌網,34633,46.30,資訊服務業
1150608,5213,亞昕,721334,23.55,建材營造
1150608,5220,萬達光電,39667,22.00,光電業
1150608,5223,安力-KY,44549,25.45,電腦及週邊設備業
1150608,5227,立凱-KY,68000,27.00,電子零組件業
1150608,5228,鈺鎧,38056,72.60,電子零組件業
1150608,5230,雷笛克光學,55976,17.75,光電業
1150608,5236,凌陽創新,60004,154.00,半導體業
1150608,5245,智晶,45127,26.75,光電業
1150608,5251,天鉞電,33733,30.65,光電業
1150608,5263,智崴,73936,105.00,文化創意業
1150608,5272,笙科,55276,20.60,半導體業
1150608,5274,信驊,37802,17525.00,半導體業
1150608,5276,達輝-KY,39500,18.30,其他
1150608,5278,尚凡*,300000,23.20,數位雲端
1150608,5287,數字,60310,146.50,數位雲端
1150608,5289,宜鼎,96355,1810.00,電腦及週邊設備業
1150608,5291,邑昇,39890,65.70,電子零組件業
1150608,5299,杰力,50888,100.50,半導體業
1150608,5301,寶得利,65890,6.81,觀光餐旅
1150608,5302,太欣,159888,10.50,半導體業
1150608,5309,系統電,230870,74.00,電子零組件業
1150608,5310,天剛,28943,26.15,資訊服務業
1150608,5312,寶島科,60059,94.80,生技醫療
1150608,5314,世紀*,292000,59.40,其他
1150608,5315,光聯,106351,22.25,光電業
1150608,5321,美而快,53179,41.00,數位雲端
1150608,5324,士開,226379,12.00,建材營造
1150608,5328,華容,172710,38.90,電子零組件業
1150608,5340,建榮,194893,91.80,電子零組件業
1150608,5344,立衛,79447,16.10,半導體業
1150608,5345,馥鴻,37795,26.60,其他
1150608,5347,世界,1867392,156.50,半導體業
1150608,5348,正能量智能,14775,15.25,運動休閒
1150608,5351,鈺創,328464,83.70,半導體業
1150608,5353,台林,75765,31.55,通信網路業
1150608,5355,佳總,166122,6.72,電子零組件業
1150608,5356,協益,103040,27.10,電腦及週邊設備業
1150608,5364,力麗店,63849,8.50,觀光餐旅
1150608,5371,中光電,390981,71.00,光電業
1150608,5381,光譜,207835,34.00,電機機械
1150608,5386,青雲,36080,505.00,電腦及週邊設備業
1150608,5392,能率,176562,42.60,光電業
1150608,5398,慕康生醫,49465,17.40,其他
1150608,5403,中菲,78176,91.80,資訊服務業
1150608,5410,國眾,92281,39.25,資訊服務業
1150608,5425,台半,263485,90.90,半導體業
1150608,5426,振發,143800,32.90,電腦及週邊設備業
1150608,5432,新門,20687,126.00,綠能環保
1150608,5438,東友,112536,19.45,電腦及週邊設備業
1150608,5439,高技,92976,353.00,電子零組件業
1150608,5443,均豪,164746,107.50,半導體業
1150608,5450,南良,122403,14.60,其他
1150608,5452,佶優,148763,32.60,其他電子業
1150608,5455,昇益,65501,24.60,建材營造
1150608,5457,宣德,196455,30.55,電子零組件業
1150608,5460,同協,58778,14.65,電子零組件業
1150608,5464,霖宏,71071,63.80,電子零組件業
1150608,5465,富驊,147682,26.25,電腦及週邊設備業
1150608,5468,凱鈺,58922,17.45,半導體業
1150608,5474,聰泰,39756,166.50,電腦及週邊設備業
1150608,5475,德宏,127127,255.50,電子零組件業
1150608,5478,智冠,156074,104.00,文化創意業
1150608,5481,新華,71402,19.20,其他
1150608,5483,中美晶,641221,141.00,半導體業
1150608,5487,通泰,24222,26.80,半導體業
1150608,5488,松普,91586,12.55,電子零組件業
1150608,5489,彩富,102706,39.15,其他電子業
1150608,5490,同亨,96152,28.25,電腦及週邊設備業
1150608,5493,三聯,43689,94.10,其他電子業
1150608,5498,凱崴,193548,57.60,電子零組件業
1150608,5508,永信建,217428,53.00,建材營造
1150608,5511,德昌,113440,73.10,建材營造
1150608,5512,力麒,766312,7.84,建材營造
1150608,5514,三豐,236118,13.90,建材營造
1150608,5516,雙喜,51545,10.55,建材營造
1150608,5520,力泰,59975,81.40,建材營造
1150608,5523,豐謙,155001,30.45,建材營造
1150608,5529,鉅陞,105769,22.65,建材營造
1150608,5530,龍巖,420084,49.60,其他
1150608,5536,聖暉*,124080,1050.00,其他電子業
1150608,5543,桓鼎-KY,46703,29.55,建材營造
1150608,5547,久舜,45288,21.85,建材營造
1150608,5548,安倉,57824,23.30,建材營造
1150608,5601,台聯櫃,64800,32.05,航運業
1150608,5603,陸海,104876,15.35,航運業
1150608,5604,中連,108782,30.75,其他
1150608,5609,中菲行,142884,82.00,航運業
1150608,5701,劍湖山,143000,6.13,觀光餐旅
1150608,5703,亞都,70239,14.45,觀光餐旅
1150608,5704,老爺知,58861,21.00,觀光餐旅
1150608,5864,致和證,454495,48.25,金融業
1150608,5878,台名,25024,39.60,金融業
1150608,5902,德記,94500,35.30,居家生活
1150608,5903,全家,223220,188.50,居家生活
1150608,5904,寶雅,106443,582.00,居家生活
1150608,5905,南仁湖,281623,8.07,觀光餐旅
1150608,6015,宏遠證,393240,20.35,金融業
1150608,6016,康和證,686595,32.40,金融業
1150608,6020,大展證,252353,22.80,金融業
1150608,6021,美好證,312390,39.95,金融業
1150608,6023,元大期,319976,98.30,金融業
1150608,6026,福邦證,396161,17.50,金融業
1150608,6028,公勝保經,25000,79.00,金融業
1150608,6101,寬魚國際,114618,40.35,文化創意業
1150608,6103,合邦,13604,35.30,半導體業
1150608,6104,創惟,91127,99.00,半導體業
1150608,6109,亞元,87825,11.30,通信網路業
1150608,6111,光聚晶電,109091,44.00,文化創意業
1150608,6113,亞矽,52549,24.60,電子通路業
1150608,6114,久威,43911,28.90,電子零組件業
1150608,6118,建達,90889,17.00,電子通路業
1150608,6121,新普,184970,406.00,電腦及週邊設備業
1150608,6122,擎邦,78091,47.70,電機機械
1150608,6123,上奇,62089,45.60,資訊服務業
1150608,6124,業強,182479,32.65,電子零組件業
1150608,6125,廣運,259011,63.10,電機機械
1150608,6126,信音,129770,38.30,電子零組件業
1150608,6127,九豪,108079,76.20,電子零組件業
1150608,6129,普誠,180943,15.45,半導體業
1150608,6130,上亞科技,46300,21.80,生技醫療
1150608,6134,萬旭,81882,34.15,電子零組件業
1150608,6138,茂達,75635,301.00,半導體業
1150608,6140,訊達,54897,24.00,資訊服務業
1150608,6143,振曜,86058,92.00,通信網路業
1150608,6144,得利影,38273,14.50,文化創意業
1150608,6146,耕興,101867,214.00,其他電子業
1150608,6147,頎邦,744593,243.00,半導體業
1150608,6148,驊宏資,46603,38.50,資訊服務業
1150608,6150,撼訊,48345,63.90,電腦及週邊設備業
1150608,6151,晉倫,55257,42.80,其他電子業
1150608,6154,順發,80080,13.75,電子通路業
1150608,6156,松上,107875,18.65,電子零組件業
1150608,6158,禾昌,55698,18.00,電子零組件業
1150608,6160,欣技,68489,16.90,電腦及週邊設備業
1150608,6161,捷波,56237,51.00,電腦及週邊設備業
1150608,6163,華電網,148439,51.00,資訊服務業
1150608,6167,久正,146000,11.70,光電業
1150608,6169,昱泉,23394,14.05,文化創意業
1150608,6170,統振,97260,52.90,通信網路業
1150608,6171,大城地產,100000,23.30,建材營造
1150608,6173,信昌電,172000,209.50,電子零組件業
1150608,6174,安碁,50000,44.50,電子零組件業
1150608,6175,立敦,150121,100.50,電子零組件業
